x,y,up,vp,um,vm
-0.5,1.0,0.477668244562803,-0.14776010333066977,-0.477668244562803,0.14776010333066977
-0.14739430961497768,1.224071910953473,0.009471720390151908,-0.4999102784628963,-0.009471720390151908,0.4999102784628963
0.8104559090385929,1.5828824748381514,-0.47811611538303717,0.14630440940393316,0.47811611538303717,-0.14630440940393316
1.9736193297466467,1.6862306318338378,0.1737781338006865,0.4688295641411206,-0.1737781338006865,-0.4688295641411206
3.0789919428304233,1.5565948006028956,0.47444273402959036,-0.15781030424701098,-0.47444273402959036,0.15781030424701098
4.106024853671024,1.334318596754365,-0.17109220355398944,-0.46981640869923347,0.17109220355398944,0.46981640869923347
5.078599971825741,1.0801386168242846,-0.4682828753852555,0.1752459660617784,0.4682828753852555,-0.1752459660617784
6.016851387021426,0.8133341758935793,0.18268517313925886,0.4654311200543984,-0.18268517313925886,-0.4654311200543984
6.933324766488517,0.5417228659926677,0.46303516407280904,-0.18867548020895,-0.46303516407280904,0.18867548020895
7.835143404750584,0.2682163951800141,-0.19532209792300093,-0.4602708746629161,0.19532209792300093,0.4602708746629161
