x,y,up,vp,um,vm
0.0,-1.5,0.4975020826390129,-0.04991670832341408,-0.4975020826390129,0.04991670832341408
0.4491039304508287,-1.4821597660020671,-0.13297635829150603,-0.4819930374347005,0.13297635829150603,0.4819930374347005
1.600752938081168,-0.7588020331124831,-0.47046690762570875,0.16929527113627182,0.47046690762570875,-0.16929527113627182
1.0573663561007807,1.0114492069303367,0.09688977109461308,0.4905225502025775,-0.09688977109461308,-0.4905225502025775
0.038808950970344584,0.9395313566979274,0.47926005455128845,-0.14251245598720413,-0.47926005455128845,0.14251245598720413
1.2700677646552845,-0.16150269439981446,0.2465172801902448,0.4350048626942059,-0.2465172801902448,-0.4350048626942059
2.3698245171590946,-1.5407528579304475,-0.43229074792560584,-0.2512463119289852,0.43229074792560584,0.2512463119289852
2.9922962002996716,-2.363276831751729,0.48982342453801464,-0.10036439993270078,-0.48982342453801464,0.10036439993270078
3.532350597038355,-3.024190228941603,-0.2979589824808036,0.4015226578401247,0.2979589824808036,-0.4015226578401247
4.035413282947193,-3.6013682555535684,-0.04755153904447489,-0.4977337150871866,0.04755153904447489,0.4977337150871866
