x,y
0.0,0.0
0.0007120086664174347,0.003603791624547493
0.0014466584905017915,0.0071572741290522966
0.002203277710867436,0.010660555458969951
0.002981205651851948,0.01411375008849936
0.00377979267606239,0.017516978801464283
0.004598400134406202,0.020870368476545945
0.00543640031371271,0.024174051876834968
0.0062931763820467945,0.027428167443670024
0.007168122331814954,0.030632859094728994
0.008060642920761368,0.03378827602633771
0.008970153610949055,0.036894572519959964
0.009896080505817653,0.039951907752832166
0.010837860285410018,0.04296044561270384
0.011794940139853008,0.04592035451664626
0.012766777701182003,0.04883180723388794
0.013752840973587269,0.051694980712638436
0.014752608262168718,0.05451005591085777
0.015765568100273773,0.05727721763093066
0.016791219175498476,0.05999665435820256
0.017829070254422902,0.06266855810333553
0.01887864010615794,0.06529312424843907
0.019939457424769005,0.06787055139693372
0.021011060750649513,0.07040104122710159
0.022092998390907045,0.07288479834928047
0.023184828338829552,0.07532203016665533
0.02428611819249215,0.07771294673960286
0.025396445072565523,0.080057760653543
0.02651539553938595,0.08235668689025141
0.027642565509342104,0.08460994270258769
0.02877756017063505,0.0868177474925923
0.029919993898463622,0.0889803226929067
0.031069490169688845,0.0910978916514692
0.03222568147702414,0.09317067951944195
0.03338820924280299,0.09519891314232022
0.03455672373236806,0.0971828209541793
0.03573088396712806,0.0991226328750118
0.036910357637325274,0.10101858021110899
0.03809482101455618,0.10287089555843934
0.03928395886408465,0.10467981270897889
0.04047746435698751,0.10644556655994629
0.04167503898216912,0.10816839302589693
0.04287639245828201,0.10984852895362991
0.04408124264558634,0.11148621203986264
0.045289315457784314,0.1130816807516263
0.04650034477385857,0.11463517424933825
0.04771407234994732,0.11614693231250464
0.048930247731284404,0.11761719526800965
0.05014862816423299,0.1190462039209456
0.051368978508440216,0.12043419948793971
0.05259107114913723,0.12178142353293381
0.05381468590961101,0.12308811790537233
0.0550396099638705,0.12435452468075509
0.056265637749528905,0.1255808861035123
0.057492570880925395,0.1267674445321575
0.058720218062504353,0.12791444238667665
0.059948395002472926,0.1290221220981111
0.061176924326755144,0.1300907260602912
0.06240563549325924,0.1311204965836802
0.06363436470647506,0.13211167585128678
0.06486295483241725,0.13306450587660465
0.0660912553139287,0.13397922846353882
0.06731912208635782,0.13485608516827952
0.06854641749362331,0.13569531726308115
0.06977301020467776,0.1364971657019103
0.07099877513038172,0.1372618710879208
0.07222359334079972,0.1379896736427183
0.07344735198292655,0.13868081317737654
0.07466994419885402,0.13933552906516633
0.07589126904438684,0.13995406021596074
0.0771112314081145,0.1405366450522778
0.07832974193094695,0.14108352148692668
0.07954671692612086,0.1415949269022177
0.08076207829968118,0.14207109813070312
0.08197575347144459,0.1425122714374118
0.08318767529644919,0.14291868250354214
0.08439778198689427,0.1432905664115802
0.0856060170345735,0.14362815763180778
0.08681232913380704,0.14393169001016526
0.08801667210487074,0.14420139675743934
0.08921900481793037,0.1444375104397375
0.09041929111747668,0.14464026297022198
0.09161749974726721,0.14480988560206698
0.0928136042757738,0.14494660892260808
0.0940075830221352,0.14505066284865345
0.09519941898261733,0.1451222766229262
0.09638909975757913,0.14516167881160308
0.09757661747894308,0.14516909730292635
0.09876196873817124,0.14514475930685167
0.09994515451474306,0.14508889135570566
0.10112618010513538,0.1450017193058282
0.1023050550523015,0.1448834683401587
0.1034817930756472,0.14473436297175593
0.10465641200150116,0.1445546270482009
0.10582893369407825,0.1443444837568808
0.10699938398692962,0.1441041556310998
0.10816779261488418,0.14383386455703176
0.10933419314645722,0.1435338317813918
0.11049862291675962,0.14320427791996854
0.11166112296086311,0.14284542296680935
0.11282173794764402,0.14245748630415048
0.11398051611409254,0.14204068671302766
0.11513750920008303,0.1415952423845428
0.1162927723836015,0.1411213709317686
0.11744636421642698,0.14061928940226393
0.11859834656025986,0.14008921429117707
0.11974878452329311,0.1395313615549121
0.12089774639722217,0.13894594662533746
0.12204530359468711,0.13833318442451265
0.12319153058714274,0.13769328937991027
0.12433650484315098,0.1370264754401135
0.12548030676709032,0.13633295609096363
0.1266230196382767,0.13561294437213947
0.12776472955049076,0.13486665289414612
0.1289055253519057,0.13409429385569221
0.13004549858541,0.13329607906143476
0.13118474342931996,0.13247221994007202
0.13232335663847608,0.13162292756276534
0.13346143748571757,0.13074841266186638
0.13459908770372975,0.12984888564993644
